text,sentiment,tokens
my muscles are aching baddddd. hoping to recover by Tuesday ,0,"['my', 'muscles', 'are', 'aching', 'baddddd', '.', 'hoping', 'to', 'recover', 'by', 'tuesday']"
Is warming up for tonight with some fine ass wine ,1,"['is', 'warming', 'up', 'for', 'tonight', 'with', 'some', 'fine', 'ass', 'wine']"
"@NightAngel430 Nice!  Uh, I can't make it tomorrow... I will get up early and get ready for my gig. hehe Maybe, I will ask my Nana. ;) ",1,"['@nightangel430', 'nice', '!', ' ', 'uh', ',', 'i', 'ca', ""n't"", 'make', 'it', 'tomorrow', '...', 'i', 'will', 'get', 'up', 'early', 'and', 'get', 'ready', 'for', 'my', 'gig', '.', 'hehe', 'maybe', ',', 'i', 'will', 'ask', 'my', 'nana', '.', ';)']"
Just said bye to some friends after they came round for a BBQ!! And is sad coz i have 2 go back to school 2moz! ,0,"['just', 'said', 'bye', 'to', 'some', 'friends', 'after', 'they', 'came', 'round', 'for', 'a', 'bbq', '!', '!', 'and', 'is', 'sad', 'coz', 'i', 'have', '2', 'go', 'back', 'to', 'school', '2moz', '!']"
@TheTrace I bet you had a great time  We are going to miss Mr. Leno,1,"['@thetrace', 'i', 'bet', 'you', 'had', 'a', 'great', 'time', ' ', 'we', 'are', 'going', 'to', 'miss', 'mr', '.', 'leno']"
"@BellaKavner98 Cherries are yummy. But, I dont like the core. ",0,"['@bellakavner98', 'cherries', 'are', 'yummy', '.', 'but', ',', 'i', 'do', 'nt', 'like', 'the', 'core', '.']"
@themiddleclass I felt oddly as though I was at some sort of Twitter-oriented dance club.    Pretty cool!,1,"['@themiddleclass', 'i', 'felt', 'oddly', 'as', 'though', 'i', 'was', 'at', 'some', 'sort', 'of', 'twitter', '-', 'oriented', 'dance', 'club', '.', '   ', 'pretty', 'cool', '!']"
http://twitpic.com/6uu8y - 'our' diploma  Yay Joshy!,1,"['http://twitpic.com/6uu8y', '-', ""'"", 'our', ""'"", 'diploma', ' ', 'yay', 'joshy', '!']"
Sharing icy pops with Hannah. Yummy!! ,1,"['sharing', 'icy', 'pops', 'with', 'hannah', '.', 'yummy', '!', '!']"
dÃ©ja debout ! Ã§a vous Ã©pate hein? ,1,"['dã', '©', 'ja', 'debout', '!', 'ã§a', 'vous', 'ã', '©', 'pate', 'hein', '?']"
@sharilong28 Morning ,1,"['@sharilong28', 'morning']"
"Oh, and it runs hot. ",0,"['oh', ',', 'and', 'it', 'runs', 'hot', '.']"
"@jnuge5 omg I know, it's supposed to be in the 60's and raining all week  in mid june. So dumb.",0,"['@jnuge5', 'omg', 'i', 'know', ',', 'it', ""'s"", 'supposed', 'to', 'be', 'in', 'the', '60', ""'s"", 'and', 'raining', 'all', 'week', ' ', 'in', 'mid', 'june', '.', 'so', 'dumb', '.']"
"@3nang Lol omg, please take their pics. Esp really really cute ones xD Pretend you're taking your sis, but aim at the cuties  I did it b4!",1,"['@3nang', 'lol', 'omg', ',', 'please', 'take', 'their', 'pics', '.', 'esp', 'really', 'really', 'cute', 'ones', 'xd', 'pretend', 'you', ""'re"", 'taking', 'your', 'sis', ',', 'but', 'aim', 'at', 'the', 'cuties', ' ', 'i', 'did', 'it', 'b4', '!']"
sana macancel lahat ng appointments ko bukas. where art thou paul my strength? ,1,"['sana', 'macancel', 'lahat', 'ng', 'appointments', 'ko', 'bukas', '.', 'where', 'art', 'thou', 'paul', 'my', 'strength', '?']"
at work pissed cause @pleasurep is in philly today and i wanted to meet him  maybe next time.(sighs),0,"['at', 'work', 'pissed', 'cause', '@pleasurep', 'is', 'in', 'philly', 'today', 'and', 'i', 'wanted', 'to', 'meet', 'him', ' ', 'maybe', 'next', 'time.(sighs', ')']"
@OllieStow I almost wrote a letter of complaint to the council this week! We must be getting old! ,0,"['@olliestow', 'i', 'almost', 'wrote', 'a', 'letter', 'of', 'complaint', 'to', 'the', 'council', 'this', 'week', '!', 'we', 'must', 'be', 'getting', 'old', '!']"
"OHHHH ...  so tired let's go sleep, tomorow I workk againn ",0,"['ohhhh', '...', ' ', 'so', 'tired', 'let', ""'s"", 'go', 'sleep', ',', 'tomorow', 'i', 'workk', 'againn']"
wants him ,0,"['wants', 'him']"
Just watched The Taking of Pelham 123...Nice movie ,1,"['just', 'watched', 'the', 'taking', 'of', 'pelham', '123', '...', 'nice', 'movie']"
3 days off and too much rain to go outside and play ,0,"['3', 'days', 'off', 'and', 'too', 'much', 'rain', 'to', 'go', 'outside', 'and', 'play']"
Finally! done with the homework and research! going to rest now ,1,"['finally', '!', 'done', 'with', 'the', 'homework', 'and', 'research', '!', 'going', 'to', 'rest', 'now']"
completely forgot to bid on a netgear wireless ethernet bridge on ebay. I really wanted it too ,0,"['completely', 'forgot', 'to', 'bid', 'on', 'a', 'netgear', 'wireless', 'ethernet', 'bridge', 'on', 'ebay', '.', 'i', 'really', 'wanted', 'it', 'too']"
Why can't I sleep????!!??! ,0,"['why', 'ca', ""n't"", 'i', 'sleep', '?', '?', '?', '?', '!', '!', '?', '?', '!']"
http://twitpic.com/69wi6 - @Dwighthoward Orlando Magic is #1. ,1,"['http://twitpic.com/69wi6', '-', '@dwighthoward', 'orlando', 'magic', 'is', '#', '1', '.']"
"my phone doesn't viberate anymore, damn you iPhones I knew you were to good to be true ",0,"['my', 'phone', 'does', ""n't"", 'viberate', 'anymore', ',', 'damn', 'you', 'iphones', 'i', 'knew', 'you', 'were', 'to', 'good', 'to', 'be', 'true']"
"Urgh. Horrible morning, overslept, Internet problems, dealing with contracts, rushing to learn how to upload vids to our website ",0,"['urgh', '.', 'horrible', 'morning', ',', 'overslept', ',', 'internet', 'problems', ',', 'dealing', 'with', 'contracts', ',', 'rushing', 'to', 'learn', 'how', 'to', 'upload', 'vids', 'to', 'our', 'website']"
i would say TGIF but i have work to do this weekend  its almost like... homework.. AH!,0,"['i', 'would', 'say', 'tgif', 'but', 'i', 'have', 'work', 'to', 'do', 'this', 'weekend', ' ', 'its', 'almost', 'like', '...', 'homework', '..', 'ah', '!']"
Got my credit now. Now got to go back to college. ,0,"['got', 'my', 'credit', 'now', '.', 'now', 'got', 'to', 'go', 'back', 'to', 'college', '.']"
"@librarychristi I was on the ballot, but got appointed. So everybody's a winner! ",1,"['@librarychristi', 'i', 'was', 'on', 'the', 'ballot', ',', 'but', 'got', 'appointed', '.', 'so', 'everybody', ""'s"", 'a', 'winner', '!']"
@KaRon157 O MAN that's sucks major... I'm sorry ,0,"['@karon157', 'o', 'man', 'that', ""'s"", 'sucks', 'major', '...', 'i', ""'m"", 'sorry']"
huhuhu...  when will this ever gonna end? my head's still spinning and my whole body's shivering. and guess where i am... school. ugh!,0,"['huhuhu', '...', ' ', 'when', 'will', 'this', 'ever', 'gon', 'na', 'end', '?', 'my', 'head', ""'s"", 'still', 'spinning', 'and', 'my', 'whole', 'body', ""'s"", 'shivering', '.', 'and', 'guess', 'where', 'i', 'am', '...', 'school', '.', 'ugh', '!']"
wishes she could of gone bowling with the gang ,0,"['wishes', 'she', 'could', 'of', 'gone', 'bowling', 'with', 'the', 'gang']"
I want a kitten  My last one died. An achingly Siamese cat.,0,"['i', 'want', 'a', 'kitten', ' ', 'my', 'last', 'one', 'died', '.', 'an', 'achingly', 'siamese', 'cat', '.']"
"@colelove Its a mess in here! I like to take long drives, and not having a destination but just listening to movie as loud as I can! ",1,"['@colelove', 'its', 'a', 'mess', 'in', 'here', '!', 'i', 'like', 'to', 'take', 'long', 'drives', ',', 'and', 'not', 'having', 'a', 'destination', 'but', 'just', 'listening', 'to', 'movie', 'as', 'loud', 'as', 'i', 'can', '!']"
It has been a lazy morning. I really should get in gear.  Time for coffee! ,1,"['it', 'has', 'been', 'a', 'lazy', 'morning', '.', 'i', 'really', 'should', 'get', 'in', 'gear', '.', ' ', 'time', 'for', 'coffee', '!']"
"So my hangover is almost completely gone, Still feel like my guts are going to fall out, but that's OK!  I'm going to bed. Bonne Nuit xo",1,"['so', 'my', 'hangover', 'is', 'almost', 'completely', 'gone', ',', 'still', 'feel', 'like', 'my', 'guts', 'are', 'going', 'to', 'fall', 'out', ',', 'but', 'that', ""'s"", 'ok', '!', ' ', 'i', ""'m"", 'going', 'to', 'bed', '.', 'bonne', 'nuit', 'xo']"
Good Morning Everyone  Thank you to all my new followers! I look forward to tweeting with you.,1,"['good', 'morning', 'everyone', ' ', 'thank', 'you', 'to', 'all', 'my', 'new', 'followers', '!', 'i', 'look', 'forward', 'to', 'tweeting', 'with', 'you', '.']"
@Stargrace Only when they break. I get attached to keyboards in particular. I'm pretty fussy about them ,1,"['@stargrace', 'only', 'when', 'they', 'break', '.', 'i', 'get', 'attached', 'to', 'keyboards', 'in', 'particular', '.', 'i', ""'m"", 'pretty', 'fussy', 'about', 'them']"
Squeezed into a pair of shorts today. I have a serious muffin top situation going on. Can you crash 'tone up' in a week?? ,0,"['squeezed', 'into', 'a', 'pair', 'of', 'shorts', 'today', '.', 'i', 'have', 'a', 'serious', 'muffin', 'top', 'situation', 'going', 'on', '.', 'can', 'you', 'crash', ""'"", 'tone', 'up', ""'"", 'in', 'a', 'week', '?', '?']"
@AnaEnjoli good luck!!! ,1,"['@anaenjoli', 'good', 'luck', '!', '!', '!']"
http://twitpic.com/6u39y - this should be on a shirt ,1,"['http://twitpic.com/6u39y', '-', 'this', 'should', 'be', 'on', 'a', 'shirt']"
doesn't know what a guy's gotta do to win that #squarespace contest. ,0,"['does', ""n't"", 'know', 'what', 'a', 'guy', ""'s"", 'got', 'ta', 'do', 'to', 'win', 'that', '#', 'squarespace', 'contest', '.']"
Going there.... ,0,"['going', 'there', '....']"
Up and at 'em.  Still have a cold.  ,0,"['up', 'and', 'at', ""'em"", '.', ' ', 'still', 'have', 'a', 'cold', '.', ' ']"
Nadda - no signal at all. Perhaps there will be coverage if you are standing across the causeway in SG facing JB. ,1,"['nadda', '-', 'no', 'signal', 'at', 'all', '.', 'perhaps', 'there', 'will', 'be', 'coverage', 'if', 'you', 'are', 'standing', 'across', 'the', 'causeway', 'in', 'sg', 'facing', 'jb', '.']"
but i'm still mad that stupid bret picked taya over mindy i mean COME ON!!!!!!!!!!!!!!! Taya is so freakin' fakeeeeee..  poor Mindy,0,"['but', 'i', ""'m"", 'still', 'mad', 'that', 'stupid', 'bret', 'picked', 'taya', 'over', 'mindy', 'i', 'mean', 'come', 'on', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', 'taya', 'is', 'so', 'freakin', ""'"", 'fakeeeeee', '..', ' ', 'poor', 'mindy']"
@michaelkahnbdsm You and Jeff with your sushi cravings....If only it wasn't sushi ,0,"['@michaelkahnbdsm', 'you', 'and', 'jeff', 'with', 'your', 'sushi', 'cravings', '....', 'if', 'only', 'it', 'was', ""n't"", 'sushi']"
@mattceni yeh - I still have a little scoop thumb left ,1,"['@mattceni', 'yeh', '-', 'i', 'still', 'have', 'a', 'little', 'scoop', 'thumb', 'left']"
Happy with my new boldy berry from my father ,1,"['happy', 'with', 'my', 'new', 'boldy', 'berry', 'from', 'my', 'father']"
"@therealsavannah i love it when you do covers of songs, your versions sound so much better, i love your voice. try CRY by KELLY CLARKSON ",1,"['@therealsavannah', 'i', 'love', 'it', 'when', 'you', 'do', 'covers', 'of', 'songs', ',', 'your', 'versions', 'sound', 'so', 'much', 'better', ',', 'i', 'love', 'your', 'voice', '.', 'try', 'cry', 'by', 'kelly', 'clarkson']"
@ Town Pump having a few Coronas before heading to the #detroittigers game! So happy it's Friday. ,1,"['@', 'town', 'pump', 'having', 'a', 'few', 'coronas', 'before', 'heading', 'to', 'the', '#', 'detroittigers', 'game', '!', 'so', 'happy', 'it', ""'s"", 'friday', '.']"
@rugbychip yes i do  i will get some new pictures soooon ,1,"['@rugbychip', 'yes', 'i', 'do', ' ', 'i', 'will', 'get', 'some', 'new', 'pictures', 'soooon']"
@heidimontag I'm crying tonight ,0,"['@heidimontag', 'i', ""'m"", 'crying', 'tonight']"
haha this has proven to be an interesting day. haa. not rlly.  grrrr,0,"['haha', 'this', 'has', 'proven', 'to', 'be', 'an', 'interesting', 'day', '.', 'haa', '.', 'not', 'rlly', '.', ' ', 'grrrr']"
I think I gave myself food poisoning    I just threw up like 3 times....dammit!!!,0,"['i', 'think', 'i', 'gave', 'myself', 'food', 'poisoning', '   ', 'i', 'just', 'threw', 'up', 'like', '3', 'times', '....', 'dammit', '!', '!', '!']"
"@johnmill79 on deck is a bunch of nothing. oh well, it is what it is. ",0,"['@johnmill79', 'on', 'deck', 'is', 'a', 'bunch', 'of', 'nothing', '.', 'oh', 'well', ',', 'it', 'is', 'what', 'it', 'is', '.']"
"&quot;Dr. Mom&quot; sent me back to bed after giving me a decongestant and ibuprofen. Just woke up. No more snuffles, but still achey. ",0,"['&', 'quot;dr', '.', 'mom&quot', ';', 'sent', 'me', 'back', 'to', 'bed', 'after', 'giving', 'me', 'a', 'decongestant', 'and', 'ibuprofen', '.', 'just', 'woke', 'up', '.', 'no', 'more', 'snuffles', ',', 'but', 'still', 'achey', '.']"
"the plan for today: @tealangelina and I are going to see a movie, then have dinner and watch twilight. its our last weekend together!! ",0,"['the', 'plan', 'for', 'today', ':', '@tealangelina', 'and', 'i', 'are', 'going', 'to', 'see', 'a', 'movie', ',', 'then', 'have', 'dinner', 'and', 'watch', 'twilight', '.', 'its', 'our', 'last', 'weekend', 'together', '!', '!']"
Went swimming today... And got so sunburned that I have blisters... And I am in SO MUCH PAIN....... ,0,"['went', 'swimming', 'today', '...', 'and', 'got', 'so', 'sunburned', 'that', 'i', 'have', 'blisters', '...', 'and', 'i', 'am', 'in', 'so', 'much', 'pain', '.......']"
"@n0modestbear Do it!! Although, when they get poorly its not very nice! Poor Blondie has to go to the Vets!! ",0,"['@n0modestbear', 'do', 'it', '!', '!', 'although', ',', 'when', 'they', 'get', 'poorly', 'its', 'not', 'very', 'nice', '!', 'poor', 'blondie', 'has', 'to', 'go', 'to', 'the', 'vets', '!', '!']"
@tembrooke oh no! that's so sad  I have a mini doxie. I'm glad you got to see her,0,"['@tembrooke', 'oh', 'no', '!', 'that', ""'s"", 'so', 'sad', ' ', 'i', 'have', 'a', 'mini', 'doxie', '.', 'i', ""'m"", 'glad', 'you', 'got', 'to', 'see', 'her']"
This monday morning sucks. I want to go back to bed with my lover and my puppy ,0,"['this', 'monday', 'morning', 'sucks', '.', 'i', 'want', 'to', 'go', 'back', 'to', 'bed', 'with', 'my', 'lover', 'and', 'my', 'puppy']"
@Karthik Thanks for the macbook thingy;) i've nailed the offer ,1,"['@karthik', 'thanks', 'for', 'the', 'macbook', 'thingy', ';)', 'i', ""'ve"", 'nailed', 'the', 'offer']"
@srivaninarra I'm pretty sure you don't find Audrey Tatou hot... which would explain a lot ,1,"['@srivaninarra', 'i', ""'m"", 'pretty', 'sure', 'you', 'do', ""n't"", 'find', 'audrey', 'tatou', 'hot', '...', 'which', 'would', 'explain', 'a', 'lot']"
@nolageek yay! It worked! Thanks ,1,"['@nolageek', 'yay', '!', 'it', 'worked', '!', 'thanks']"
@brownknight007 You know I'm in agreement with that!! ,1,"['@brownknight007', 'you', 'know', 'i', ""'m"", 'in', 'agreement', 'with', 'that', '!', '!']"
my phone rang at 2:08 am...  ,0,"['my', 'phone', 'rang', 'at', '2:08', 'am', '...', ' ']"
"@newtypegirlie it's okay~ I figured that something like that happened! Hahaha, no worries  Lets meet up soon though!",1,"['@newtypegirlie', 'it', ""'s"", 'okay~', 'i', 'figured', 'that', 'something', 'like', 'that', 'happened', '!', 'hahaha', ',', 'no', 'worries', ' ', 'lets', 'meet', 'up', 'soon', 'though', '!']"
"@nwoolhouseuk I have no dvd  seen it before though, brilliant film. Enjoy!",0,"['@nwoolhouseuk', 'i', 'have', 'no', 'dvd', ' ', 'seen', 'it', 'before', 'though', ',', 'brilliant', 'film', '.', 'enjoy', '!']"
"Leaving Baguio in 12 days  When I go back to work in Manila, 2 teammates have already left. sigh..",0,"['leaving', 'baguio', 'in', '12', 'days', ' ', 'when', 'i', 'go', 'back', 'to', 'work', 'in', 'manila', ',', '2', 'teammates', 'have', 'already', 'left', '.', 'sigh', '..']"
"@nathanhatcher Haha, for some reason I really like wii play.  also, mario party 8 is fairly entertaining.",1,"['@nathanhatcher', 'haha', ',', 'for', 'some', 'reason', 'i', 'really', 'like', 'wii', 'play', '.', ' ', 'also', ',', 'mario', 'party', '8', 'is', 'fairly', 'entertaining', '.']"
The Nightwatchman - One Man Revolution is such an awesome album. Tommy Morello + acoustic guitar = win! ,1,"['the', 'nightwatchman', '-', 'one', 'man', 'revolution', 'is', 'such', 'an', 'awesome', 'album', '.', 'tommy', 'morello', '+', 'acoustic', 'guitar', '=', 'win', '!']"
"@CraigSuddo not my design, nor my website ",0,"['@craigsuddo', 'not', 'my', 'design', ',', 'nor', 'my', 'website']"
Got an ear-ache. Feel rubbish. And to top it off I have to go into school for a statistic revision session. Great... ,0,"['got', 'an', 'ear', '-', 'ache', '.', 'feel', 'rubbish', '.', 'and', 'to', 'top', 'it', 'off', 'i', 'have', 'to', 'go', 'into', 'school', 'for', 'a', 'statistic', 'revision', 'session', '.', 'great', '...']"
   *old me's dead and gone*,0,"['   ', '*', 'old', 'me', ""'s"", 'dead', 'and', 'gone', '*']"
@CChiron Dude you rock ,1,"['@cchiron', 'dude', 'you', 'rock']"
@shut_up_mike Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1,"['@shut_up_mike', 'get', '100', 'followers', 'a', 'day', 'using', 'www.tweeteradder.com', 'once', 'you', 'add', 'everyone', 'you', 'are', 'on', 'the', 'train', 'or', 'pay', 'vip']"
got to go to school   no I'm not very happy....,0,"['got', 'to', 'go', 'to', 'school', '  ', 'no', 'i', ""'m"", 'not', 'very', 'happy', '....']"
"It is unfortunate that when I spend a lot of time in the kitchen making food, I don't feel like eating much of it afterwards. ",0,"['it', 'is', 'unfortunate', 'that', 'when', 'i', 'spend', 'a', 'lot', 'of', 'time', 'in', 'the', 'kitchen', 'making', 'food', ',', 'i', 'do', ""n't"", 'feel', 'like', 'eating', 'much', 'of', 'it', 'afterwards', '.']"
Having a GREAT weekend - hope you all are too!  Don't forget to checkout all the new profiles on www140love.com ,1,"['having', 'a', 'great', 'weekend', '-', 'hope', 'you', 'all', 'are', 'too', '!', ' ', 'do', ""n't"", 'forget', 'to', 'checkout', 'all', 'the', 'new', 'profiles', 'on', 'www140love.com']"
Looking for any and all types of music to put on the Gallon Challenge video.. Something fitting to go along with people hurling ,1,"['looking', 'for', 'any', 'and', 'all', 'types', 'of', 'music', 'to', 'put', 'on', 'the', 'gallon', 'challenge', 'video', '..', 'something', 'fitting', 'to', 'go', 'along', 'with', 'people', 'hurling']"
@sunrisesister nice ,1,"['@sunrisesister', 'nice']"
@c2s That means I'm in the wrong. Damn you for making me lose my side of the debate. ,1,"['@c2s', 'that', 'means', 'i', ""'m"", 'in', 'the', 'wrong', '.', 'damn', 'you', 'for', 'making', 'me', 'lose', 'my', 'side', 'of', 'the', 'debate', '.']"
"y'know the usual, doopy do da stuff :') ohhh @dannymcfly is funny ",1,"[""y'know"", 'the', 'usual', ',', 'doopy', 'do', 'da', 'stuff', "":')"", 'ohhh', '@dannymcfly', 'is', 'funny']"
@DazzleMeThis BORING! Half an hr til it leaves perth ,0,"['@dazzlemethis', 'boring', '!', 'half', 'an', 'hr', 'til', 'it', 'leaves', 'perth']"
"wow, party is going so quickly but twitter isn't being very cooperative at times   #mmwanted",0,"['wow', ',', 'party', 'is', 'going', 'so', 'quickly', 'but', 'twitter', 'is', ""n't"", 'being', 'very', 'cooperative', 'at', 'times', '  ', '#', 'mmwanted']"
I'm going to bed now.. #2pacbirthday yall!  Don't forget.. I would say R.I.P Tupac but your in Cuba drinking margaritas LMFAO!.. gone!,1,"['i', ""'m"", 'going', 'to', 'bed', 'now', '..', '#', '2pacbirthday', 'y', 'all', '!', ' ', 'do', ""n't"", 'forget', '..', 'i', 'would', 'say', 'r.i.p', 'tupac', 'but', 'your', 'in', 'cuba', 'drinking', 'margaritas', 'lmfao', '!', '..', 'gone', '!']"
@highlyinspired i've encountered l'ora of problems with this feature due to lacks in docs... In fact i'm using private api ,0,"['@highlyinspired', 'i', ""'ve"", 'encountered', ""l'ora"", 'of', 'problems', 'with', 'this', 'feature', 'due', 'to', 'lacks', 'in', 'docs', '...', 'in', 'fact', 'i', ""'m"", 'using', 'private', 'api']"
"i love deannna, shes the best! my other half ",1,"['i', 'love', 'deannna', ',', 'she', 's', 'the', 'best', '!', 'my', 'other', 'half']"
@heldincontempt I'm hoping the schedules will be compatible. We shall see. ,1,"['@heldincontempt', 'i', ""'m"", 'hoping', 'the', 'schedules', 'will', 'be', 'compatible', '.', 'we', 'shall', 'see', '.']"
i don't see BSB ON THIS CONTEST     http://bit.ly/10NAXr  What's happening?,0,"['i', 'do', ""n't"", 'see', 'bsb', 'on', 'this', 'contest', '    ', 'http://bit.ly/10naxr', ' ', 'what', ""'s"", 'happening', '?']"
@richdixon68 schoolboy! Just don't do it. Ever. I don't ,1,"['@richdixon68', 'schoolboy', '!', 'just', 'do', ""n't"", 'do', 'it', '.', 'ever', '.', 'i', 'do', ""n't""]"
"@noreenjuliano Noreeen reply to me on here or ms, miss talking to you  xox",0,"['@noreenjuliano', 'noreeen', 'reply', 'to', 'me', 'on', 'here', 'or', 'ms', ',', 'miss', 'talking', 'to', 'you', ' ', 'xox']"
@DReinhardt1 ooooh it's you lol I didn't know!! Have fun with your princess ,1,"['@dreinhardt1', 'ooooh', 'it', ""'s"", 'you', 'lol', 'i', 'did', ""n't"", 'know', '!', '!', 'have', 'fun', 'with', 'your', 'princess']"
does not want to start on this essay thats due today. ,0,"['does', 'not', 'want', 'to', 'start', 'on', 'this', 'essay', 'that', 's', 'due', 'today', '.']"
"it felt like i had a lot to do tuday, in reality i had a gut drainin day ",0,"['it', 'felt', 'like', 'i', 'had', 'a', 'lot', 'to', 'do', 'tuday', ',', 'in', 'reality', 'i', 'had', 'a', 'gut', 'drainin', 'day']"
Goodmorning &amp;&amp; happy mothers day to all the mommy's ,1,"['goodmorning', '&', 'amp;&amp', ';', 'happy', 'mothers', 'day', 'to', 'all', 'the', 'mommy', ""'s""]"
Infamous should have arrived today. But it didn't... ,0,"['infamous', 'should', 'have', 'arrived', 'today', '.', 'but', 'it', 'did', ""n't"", '...']"
Well... NO cuz then he'd be sad.  But I would be happy!  No! I'd feel bad!  (At first!),0,"['well', '...', 'no', 'cuz', 'then', 'he', ""'d"", 'be', 'sad', '.', ' ', 'but', 'i', 'would', 'be', 'happy', '!', ' ', 'no', '!', 'i', ""'d"", 'feel', 'bad', '!', ' ', '(', 'at', 'first', '!', ')']"
@yakyak my beta is already finished   #getpeel,0,"['@yakyak', 'my', 'beta', 'is', 'already', 'finished', '  ', '#', 'getpeel']"
@greenpigtx Deep sea fishing? i once saw dolphins that way! spectacular creatures.. ,1,"['@greenpigtx', 'deep', 'sea', 'fishing', '?', 'i', 'once', 'saw', 'dolphins', 'that', 'way', '!', 'spectacular', 'creatures', '..']"
@shizlams DO IT. Have lots of fun for the both of us  @reggiewatts is great!,1,"['@shizlams', 'do', 'it', '.', 'have', 'lots', 'of', 'fun', 'for', 'the', 'both', 'of', 'us', ' ', '@reggiewatts', 'is', 'great', '!']"
@melodycherise- yay!! ,1,"['@melodycherise-', 'yay', '!', '!']"
"Nine Inch Nails live @ Molson Amphitheatre, Toronto, ON, 6.02.09 [Flickr]this is what I missed out on this year  http://viigo.im/WWP",0,"['nine', 'inch', 'nails', 'live', '@', 'molson', 'amphitheatre', ',', 'toronto', ',', 'on', ',', '6.02.09', '[', 'flickr]this', 'is', 'what', 'i', 'missed', 'out', 'on', 'this', 'year', ' ', 'http://viigo.im/wwp']"
I have to run so early  ItÂ´s pretty hot in Seville.Now I need to have a shower!!,0,"['i', 'have', 'to', 'run', 'so', 'early', ' ', 'itâ´s', 'pretty', 'hot', 'in', 'seville.now', 'i', 'need', 'to', 'have', 'a', 'shower', '!', '!']"
"loads of work to be done, but it's nice work ",1,"['loads', 'of', 'work', 'to', 'be', 'done', ',', 'but', 'it', ""'s"", 'nice', 'work']"
is up at this hour and she isn't even working today ,0,"['is', 'up', 'at', 'this', 'hour', 'and', 'she', 'is', ""n't"", 'even', 'working', 'today']"
@filamentmag They didn't pan my contribution. I feel left out ,0,"['@filamentmag', 'they', 'did', ""n't"", 'pan', 'my', 'contribution', '.', 'i', 'feel', 'left', 'out']"
at the row-day-ohh.  (rodeo),1,"['at', 'the', 'row', '-', 'day', '-', 'ohh', '.', ' ', '(', 'rodeo', ')']"
@bethasaurr i dont know who priscilla is but it will indeed be a good day ,1,"['@bethasaurr', 'i', 'do', 'nt', 'know', 'who', 'priscilla', 'is', 'but', 'it', 'will', 'indeed', 'be', 'a', 'good', 'day']"
Happy Monday ,1,"['happy', 'monday']"
@SaipanDeece gimme a 'M'...gimme an 'S'...gimme a 'G'....what's that spell?  hahahaha!  ,1,"['@saipandeece', 'gimme', 'a', ""'"", ""m'"", '...', 'gimme', 'an', ""'"", ""s'"", '...', 'gimme', 'a', ""'"", ""g'"", '....', 'what', ""'s"", 'that', 'spell', '?', ' ', 'hahahaha', '!', ' ']"
My sweetcorn has started to sprout! Awesomes! ,1,"['my', 'sweetcorn', 'has', 'started', 'to', 'sprout', '!', 'awesomes', '!']"
 is it bad?,0,"[' ', 'is', 'it', 'bad', '?']"
"Tonsilitis slowing waning although not looking forward to today, but London town tomorrow so plenty to look forward to ",1,"['tonsilitis', 'slowing', 'waning', 'although', 'not', 'looking', 'forward', 'to', 'today', ',', 'but', 'london', 'town', 'tomorrow', 'so', 'plenty', 'to', 'look', 'forward', 'to']"
"here's a fun fact: before the lyrics to somewhere were written, the dummy lyrics to it were: there goes whats-his-face... ",1,"['here', ""'s"", 'a', 'fun', 'fact', ':', 'before', 'the', 'lyrics', 'to', 'somewhere', 'were', 'written', ',', 'the', 'dummy', 'lyrics', 'to', 'it', 'were', ':', 'there', 'goes', 'whats', '-', 'his', '-', 'face', '...']"
@jeanettejoy but i can call the blessings miracles as others do and those happen all the time if u are paying attention to identify them! ,1,"['@jeanettejoy', 'but', 'i', 'can', 'call', 'the', 'blessings', 'miracles', 'as', 'others', 'do', 'and', 'those', 'happen', 'all', 'the', 'time', 'if', 'u', 'are', 'paying', 'attention', 'to', 'identify', 'them', '!']"
I bought new shipping supplies so shipping wont be out of this world now.. www.thegourmetbone.etsy.com I like saving people money ,1,"['i', 'bought', 'new', 'shipping', 'supplies', 'so', 'shipping', 'wo', 'nt', 'be', 'out', 'of', 'this', 'world', 'now', '..', 'www.thegourmetbone.etsy.com', 'i', 'like', 'saving', 'people', 'money']"
Posting from smartphone. A big step for my blogging life. A big step backwards for my social life ,0,"['posting', 'from', 'smartphone', '.', 'a', 'big', 'step', 'for', 'my', 'blogging', 'life', '.', 'a', 'big', 'step', 'backwards', 'for', 'my', 'social', 'life']"
I cant get to sleep  bah.,0,"['i', 'ca', 'nt', 'get', 'to', 'sleep', ' ', 'bah', '.']"
#f1 just finished. nice result for england I suppose! now to do more work ,0,"['#', 'f1', 'just', 'finished', '.', 'nice', 'result', 'for', 'england', 'i', 'suppose', '!', 'now', 'to', 'do', 'more', 'work']"
is hanging with Ali!!!! ,1,"['is', 'hanging', 'with', 'ali', '!', '!', '!', '!']"
"@Footdr69 shitful day, am sick, might go to doc tomorrow if I'm worse {hack cough}   you have an awesome day! I'll dream of sunny beaches",0,"['@footdr69', 'shitful', 'day', ',', 'am', 'sick', ',', 'might', 'go', 'to', 'doc', 'tomorrow', 'if', 'i', ""'m"", 'worse', '{', 'hack', 'cough', '}', '  ', 'you', 'have', 'an', 'awesome', 'day', '!', 'i', ""'ll"", 'dream', 'of', 'sunny', 'beaches']"
